ID,GITHUB_ID,GITHUB_URL,USEFULL,COMMENT,PREFERED,GITHUB_OWNER_NAME,GITHUB_PROJECT_NAME,GITHUB_DESCRIPTION,GITHUB_LICENSE,GITHUB_IS_FORK,GITHUB_NR_STARGAZERS,GITHUB_NR_WATCHERS,GITHUB_NR_FORKS,GITHUB_NR_OPEN_ISSUES,GITHUB_REPO_CREATION_DATE,GITHUB_LANGUAGE,GIT_PULL_HASH,GIT_PULL_DATE,GIT_NR_COMMITS,GIT_NR_COMMITTERS,GIT_FIRST_COMMIT_DATE,GIT_LAST_COMMIT_DATE,PROCESSED,
46,47447145,https://github.com/LingJiJian/uLui,,,,LingJiJian,uLui,unity3d - advanced control library,mit,0,177,177,88,1,2015-12-05,C,92b0b3f492e63de5ab697c89237ffb547860cc1d,2017-11-23,116,5,2015-12-05,2017-08-03,0,
362,49180536,https://github.com/itsmeichigo/URLPreview,,,,itsmeichigo,URLPreview,An NSURL extension for showing preview info of webpages,mit,0,182,182,12,0,2016-01-07,C,bf709dae1bd00177abe8c2419a85dda4a5a48d01,2017-11-24,24,2,2016-01-07,2016-11-30,0,
525,49738717,https://github.com/teran-mckinney/raru,,,,teran-mckinney,raru,raru: run as random user,unlicense,0,160,160,8,5,2016-01-15,C,e7605f4b8b58125ae6be6d904f3a379cd2262799,2017-11-24,12,7,2016-01-15,2016-07-04,0,
775,49745556,https://github.com/hvqzao/foolav,,,,hvqzao,foolav,Pentest tool for antivirus evasion and running arbitrary payload on target Wintel host,mit,0,145,145,38,0,2016-01-15,C,5ff8e6c44af76036f6b0c1834208ac860f75bf35,2017-11-24,9,3,2016-01-15,2016-05-06,0,
609,49816276,https://github.com/boazsegev/facil.io,,,,boazsegev,facil.io,"Your powerful network backend in C, with HTTP and Websocket support",mit,0,154,154,9,2,2016-01-17,C,c5dab2d067b435555e06756af18c7a25d27683bb,2017-11-24,984,7,2016-01-17,2017-11-16,0,
400,50135357,https://github.com/ant-media/LibRtmp-Client-for-Android,,,,ant-media,LibRtmp-Client-for-Android,"It is probably the smallest(~60KB, fat version ~300KB) rtmp client for android. It calls librtmp functions over JNI interface",apache-2.0,0,168,168,84,10,2016-01-21,C,58c1d97069074dd0db605d2c1da353c79089f24a,2017-11-24,41,5,2016-01-21,2017-09-06,0,
100,50387722,https://github.com/01org/isa-l,,,,01org,isa-l,Intelligent Storage Acceleration Library,bsd-3-clause,0,172,172,51,8,2016-01-25,C,f7b6e73146657bb43366c77badb3d783d697025a,2017-11-23,188,7,2015-10-22,2017-10-20,0,
768,50915190,https://github.com/caryll/otfcc,,,,caryll,otfcc,Optimized OpenType builder and inspector.,apache-2.0,0,146,146,19,7,2016-02-02,C,77134110dea7212f939c54191e05b2a6e0050905,2017-11-24,734,12,2016-02-02,2017-09-28,0,
410,51344685,https://github.com/codeplea/genann,,,,codeplea,genann,simple neural network library in ANSI C,zlib,0,167,167,25,3,2016-02-09,C,88c9d3513b34f86ad0421730fdf71bd7ec92220c,2017-11-24,20,3,2016-02-10,2017-08-20,0,
197,53402852,https://github.com/rryqszq4/ngx_php,,,,rryqszq4,ngx_php,ngx_php -  Embedded php script language for nginx-module.,bsd-2-clause,0,196,196,25,3,2016-03-08,C,b8ef4c768b55cc33416c51e0a1595ecf8672f74e,2017-11-24,450,7,2016-03-08,2017-10-21,0,
134,53894049,https://github.com/indjev99/Evolving-Snakes,,,,indjev99,Evolving-Snakes,Snakes from the classical game are controlled by neural networks and evolve using a genetic algorithm.,mit,0,170,170,7,0,2016-03-14,C,826efa46db301867bade327582b8257620f1577b,2017-11-23,51,2,2016-03-14,2017-09-27,0,
853,54803019,https://github.com/cnlohr/espthernet,,,,cnlohr,espthernet,ESP8266 10-Base-T Ethernet Driver,bsd-2-clause,0,141,141,20,2,2016-03-26,C,348050286698f9964fa26e89bfd5dcaa421f22af,2017-11-24,61,4,2016-03-26,2017-05-23,0,
19,55297633,https://github.com/DarthTon/HyperBone,,,,DarthTon,HyperBone,Minimalistic VT-x hypervisor with hooks,mit,0,179,179,84,10,2016-04-02,C,23476846b1030a30a28aa38ac573f44ec5921ca7,2017-11-23,7,3,2016-04-02,2016-11-26,0,
16,55984799,https://github.com/spotify/echoprint-server,,,,spotify,echoprint-server,Server for the Echoprint audio fingerprint system,apache-2.0,0,179,179,46,6,2016-04-11,C,e2800e3c67f685d6c455df8d0815443185514192,2017-11-23,8,5,2016-01-12,2016-11-08,0,
162,56053003,https://github.com/zserge/partcl,,,,zserge,partcl,ParTcl - a micro Tcl implementation,mit,0,199,199,13,3,2016-04-12,C,3be59f968362b9405d81ec39388d9ed41ea3dc02,2017-11-24,24,3,2016-04-08,2017-06-07,0,
536,56974714,https://github.com/mengxiangyue/MShare_Salon,,,,mengxiangyue,MShare_Salon,"MShare?????iOS?Android???????,??????????? @???_iOS",mit,0,159,159,15,1,2016-04-24,C,0e4248726341045803ef3390130f6d59d94df384,2017-11-24,8,4,2016-04-24,2016-04-27,0,
757,57128539,https://github.com/aarond10/https_dns_proxy,,,,aarond10,https_dns_proxy,A lightweight DNS-over-HTTPS proxy.,mit,0,146,146,25,8,2016-04-26,C,ff169b05cc91b6f3c1b897749922bcb132060ea7,2017-11-24,64,3,2016-04-26,2017-11-19,0,
131,57458818,https://github.com/neonichu/trolldrop,,,,neonichu,trolldrop,:trollface: AirDrop trollfaces to everyone.,mit,0,170,170,9,2,2016-04-30,C,27b012f57c860c6ea244d6fb04815128dc8d7639,2017-11-23,6,4,2016-04-30,2017-05-24,0,
207,59716942,https://github.com/donnie4w/tim,,,,donnie4w,tim,"tim???????????,??thrift????,???????",apache-2.0,0,195,195,75,11,2016-05-26,C,bd8763745ae3d34a4b1b603369551e4756c700a4,2017-11-24,23,2,2016-05-26,2017-07-31,0,
666,59763343,https://github.com/sharksync/sharkorm,,,,sharksync,sharkorm,Shark ORM for iOS/macOS/tvOS/watchOS,mit,0,151,151,22,13,2016-05-26,C,63113f88eea7438863466f9450431aa072fc93f1,2017-11-24,113,6,2016-06-16,2017-10-25,0,
10,60119352,https://github.com/randrew/layout,,,,randrew,layout,Single-file library for calculating 2D UI layouts using stacking boxes. Compiles as C99 or C++.,mit,0,180,180,6,3,2016-05-31,C,cad4eb645163d66707eb573ed63e34feb4311c32,2017-11-23,37,2,2016-05-31,2017-06-27,0,
246,60188025,https://github.com/DataDog/zstd,,,,DataDog,zstd,Zstd wrapper for Go,bsd-3-clause,0,192,192,15,4,2016-06-01,C,0727e1752ea5db67e0ede4e0fb7168ddc6ead61b,2017-11-24,27,5,2016-02-06,2017-09-07,0,
733,61691933,https://github.com/del-xiong/screw-plus,,,,del-xiong,screw-plus,"??php??????,??screw????,?????linux???",bsd-3-clause,0,148,148,57,5,2016-06-22,C,ab666160ea579e59b94bfc72b63f7d72778b2dc2,2017-11-24,18,5,2016-06-22,2017-04-18,0,
530,62988639,https://github.com/jasonwhite/ducible,,,,jasonwhite,ducible,A tool to make Windows builds reproducible.,mit,0,159,159,11,1,2016-07-10,C,c94ecc83bce55000d666c7b3710c0bd25047ca59,2017-11-24,216,4,2016-07-10,2017-11-07,0,
784,63399083,https://github.com/vimfung/LuaScriptCore,,,,vimfung,LuaScriptCore,"??????????Lua???,?????iOS?Mac OS X?Android??Unity3D???,??????Lua??????",apache-2.0,0,145,145,33,1,2016-07-15,C,6b8eb4af927fe77f47db0fc5f7f76e3489f994e4,2017-11-24,146,2,2016-07-15,2017-11-24,0,
802,66927845,https://github.com/ele7enxxh/android-afl,,,,ele7enxxh,android-afl,Fuzzing Android program with american fuzzy lop (AFL),apache-2.0,0,144,144,70,11,2016-08-30,C,e94aca9fb3ce2136cdd7fb615c2226c4a9094fcd,2017-11-24,29,4,2016-08-30,2017-08-02,0,
414,67777514,https://github.com/kingwang666/AppAddUpdate,,,,kingwang666,AppAddUpdate,Android app ????,apache-2.0,0,167,167,25,0,2016-09-09,C,788766cb37c3b636be1beb453d81284daa9b8665,2017-11-24,9,3,2016-09-09,2016-11-13,0,
520,71595650,https://github.com/mrexodia/TitanHide,,,,mrexodia,TitanHide,Hiding kernel-driver for x86/x64.,mit,0,160,160,57,5,2016-10-21,C,3bb2af068278ca64d67f4ca109bb56121d946131,2017-11-24,157,9,2014-01-18,2017-11-08,0,
817,72451228,https://github.com/yifanlu/taiHEN,,,,yifanlu,taiHEN,CFW framework for PS Vita,mit,0,143,143,20,12,2016-10-31,C,b15686581d8ef9b6fb28a064f15e64b7aea9e095,2017-11-24,114,8,2016-09-29,2017-11-13,0,
707,73370154,https://github.com/jedisct1/blacknurse,,,,jedisct1,blacknurse,BlackNurse attack PoC,bsd-2-clause,0,149,149,65,0,2016-11-10,C,d2a2b23544295844714ebf8d2d78af37fe5770c9,2017-11-24,9,2,2016-11-10,2016-11-17,0,
732,73458530,https://github.com/ThunderCls/xAnalyzer,,,,ThunderCls,xAnalyzer,xAnalyzer plugin for x64dbg,mit,0,148,148,32,4,2016-11-11,C,a6e71f159721396713c3855a863942b4b88bac36,2017-11-24,46,6,2016-11-11,2017-06-16,0,
830,73730714,https://github.com/pycom/pycom-micropython,,,,pycom,pycom-micropython,DO NOT USE - THIS IN AN OLD VERSION. Use pycom-micropython-sigfox instead.,mit,0,142,142,60,52,2016-11-14,C,e41dd2f6104933afbb3146f2854701b3e16d3854,2017-11-24,6698,167,2013-10-04,2017-03-07,0,
297,74583692,https://github.com/gingerBill/Odin,,,,gingerBill,Odin,Odin Programming Language,bsd-2-clause,0,187,187,23,18,2016-11-23,C,b651466630f4a643711ac1e266db72eab2029e7f,2017-11-24,803,11,2016-07-07,2017-11-16,0,
537,76920724,https://github.com/mjosaarinen/dekryptize,,,,mjosaarinen,dekryptize,"A ncurses animation to make decryption look like, well, decryption. ",unlicense,0,159,159,10,2,2016-12-20,C,cedac48b79ac76f795be3b59e77867dced56f0f6,2017-11-24,8,3,2016-12-20,2016-12-21,0,
580,77414939,https://github.com/armink/CmBacktrace,,,,armink,CmBacktrace,Advanced fault backtrace library for ARM Cortex-M series MCU | ARM Cortex-M ?? MCU ?????,mit,0,156,156,79,2,2016-12-27,C,8363ccb913dbd0c85f4ce16bfe437ac69469b963,2017-11-24,49,4,2016-12-27,2017-11-04,0,
751,77986820,https://github.com/LPD-iOS/FlexBoxLayout,,,,LPD-iOS,FlexBoxLayout,iOS Flexbox Layout,mit,0,146,146,19,4,2017-01-04,C,2c7c6066681fc5d1d8ac04e13834634f34632710,2017-11-24,49,5,2017-01-03,2017-06-19,0,
23,80191982,https://github.com/gen2brain/raylib-go,,,,gen2brain,raylib-go,"Go bindings for raylib, a simple and easy-to-use library to learn videogames programming.",zlib,0,178,178,10,5,2017-01-27,C,f200ce6e7ec0bf5e3166ad1a3cadc4cc2f847a62,2017-11-23,123,4,2017-01-27,2017-11-14,0,
462,81347238,https://github.com/artkond/Invoke-Vnc,,,,artkond,Invoke-Vnc,Powershell VNC injector,apache-2.0,0,163,163,31,0,2017-02-08,C,906c7476b9490817a6defa63e86a5b8c52690182,2017-11-24,5,3,2017-02-08,2017-02-09,0,
373,82937434,https://github.com/vusec/vuzzer,,,,vusec,vuzzer,,apache-2.0,0,181,181,61,4,2017-02-23,C,f6f7d593a0e76e86afb3c7af6d5186f897bab979,2017-11-24,5,6,2017-02-23,2017-08-08,0,
58,83370490,https://github.com/chrisjmccormick/word2vec_commented,,,,chrisjmccormick,word2vec_commented,Commented (but unaltered) version of original word2vec C implementation.,apache-2.0,0,176,176,65,2,2017-02-28,C,07e9576bbf05c9cefaf8aa590555ce9bc04b041b,2017-11-23,19,3,2017-01-13,2017-07-14,0,
273,87282406,https://github.com/yourtion/LearningMasteringAlgorithms-C,,,,yourtion,LearningMasteringAlgorithms-C,Mastering Algorithms with C ?????:C????????Xcode???Linux??,mit,0,190,190,64,1,2017-04-05,C,bbf74e6af774ce851f9f31a2d14161f7a29e65b7,2017-11-24,211,3,2017-04-05,2017-06-05,0,
186,89234905,https://github.com/hfiref0x/UPGDSED,,,,hfiref0x,UPGDSED,Universal PatchGuard and Driver Signature Enforcement Disable,mit,0,197,197,79,1,2017-04-24,C,4de39179aaf19be984fb8f754772d765a88adebb,2017-11-24,15,3,2017-04-24,2017-07-28,0,
535,89377392,https://github.com/swaywm/wlroots,,,,swaywm,wlroots,A modular Wayland compositor library,mit,0,159,159,29,44,2017-04-25,C,10f3be73843250c400531873b4dd27dba44919fd,2017-11-24,1041,23,2017-04-25,2017-11-16,0,
170,90312647,https://github.com/zerotier/toss,,,,zerotier,toss,Dead simple LAN file transfers from the command line,mit,0,198,198,8,3,2017-05-04,C,123e71889f89ad2e65e9adcb030e80c3deba2445,2017-11-24,18,2,2017-05-04,2017-05-09,0,
82,94102139,https://github.com/Paradoxis/PHP-Rootkit,,,,Paradoxis,PHP-Rootkit,Your interpreter isn�t safe anymore  �  The PHP module rootkit,mit,0,173,173,58,0,2017-06-12,C,93fcb48e7b09c4103dfaf314d156b121cf91b72d,2017-11-23,5,3,2017-06-12,2017-07-31,0,
804,94342079,https://github.com/RKX1209/kernel_exploit_world,,,,RKX1209,kernel_exploit_world,Tutorial for writing kernel exploits,apache-2.0,0,144,144,21,0,2017-06-14,C,e14f47a108533b5b67fe5989d05ede429000df9d,2017-11-24,20,3,2017-06-14,2017-07-20,0,
594,94888399,https://github.com/tobegit3hub/miniflow,,,,tobegit3hub,miniflow,Minimal numerical computation library with TensorFlow APIs,apache-2.0,0,155,155,28,0,2017-06-20,C,1226f1f5ba4b8cb1304646b04dc1bdaa003742fd,2017-11-24,54,2,2017-06-20,2017-07-20,0,
94,95553000,https://github.com/nem0/OpenFBX,,,,nem0,OpenFBX,Lightweight open source FBX importer,mit,0,173,173,9,10,2017-06-27,C,07b30533c666b818224b2bcf4cefcc008c4e9747,2017-11-23,62,4,2017-06-27,2017-11-06,0,
581,97212490,https://github.com/floooh/sokol,,,,floooh,sokol,minimal 3D API wrapper as header-only C library,mit,0,156,156,7,5,2017-07-14,C,9146bcaa43c91c99c7c77c0b2739f4c48a1c29bf,2017-11-24,223,4,2017-07-14,2017-11-16,0,
228,97537048,https://github.com/mologie/NVWebDriverLibValFix,,,,mologie,NVWebDriverLibValFix,Fixes the NVIDIA web driver's blank window issue on macOS Sierra with a small and safe kernel patch,mit,0,193,193,14,2,2017-07-18,C,454d14c9c67eec35e9538e3afc729c4e4a77ee4b,2017-11-24,4,2,2017-07-18,2017-07-19,0,
342,97553311,https://github.com/brannondorsey/naive-hashcat,,,,brannondorsey,naive-hashcat,Crack password hashes without the fuss :cat2:,mit,0,184,184,19,1,2017-07-18,C,7dc2e3bfd128a4e72dc6e0503d5944c5ab250e45,2017-11-24,9,2,2017-07-18,2017-11-01,0,
88,97612481,https://github.com/lh3/minimap2,,,,lh3,minimap2,A versatile pairwise aligner for genomic and spliced nucleotide sequences,mit,0,173,173,21,5,2017-07-18,C,662d05dc02f68e14706ff853758fb9d8fddf6b9f,2017-11-23,540,10,2017-04-05,2017-11-13,0,
307,98021113,https://github.com/icing/mod_md,,,,icing,mod_md,Let's Encrypt (ACME) support for Apache httpd,apache-2.0,0,186,186,10,4,2017-07-22,C,93c3b3a3f79ad1184b98a61d17ccf0cab55aa5cf,2017-11-24,402,10,2017-05-03,2017-11-16,0,
722,99323866,https://github.com/JRHZRD/swapdb,,,,JRHZRD,swapdb,"A redis compatiable storage which support data exchange between memory and disk. the main thought of swapcache is, keep hot keys in redis and cold keys in disk, to be more important, when a disk key becomes hot, load it to redis, when a memory key becomes cold, transfter it to disk. by using swapcache, we can have both a high preformance cache and high capacity KV storage.",bsd-2-clause,0,148,148,27,1,2017-08-04,C,b92761fefaa049fe1d614e0f5c2c5a4c6b2cb666,2017-11-24,2721,43,2015-08-20,2017-09-28,0,
845,105834107,https://github.com/ferreiradaselva/mathc,,,,ferreiradaselva,mathc,Pure C math library for 2D and 3D game programming,zlib,0,141,141,9,4,2017-10-05,C,9664a53c49bf97bb8484cda5be2b08218f7ece14,2017-11-24,107,4,2017-10-05,2017-11-21,0,
204,107612962,https://github.com/blkchain/pg_blkchain,,,,blkchain,pg_blkchain,PostgreSQL Blockchain Extension,mit,0,195,195,15,0,2017-10-20,C,d90127e749a72c918fe3499cfc4d26a731ba30d5,2017-11-24,12,2,2017-10-20,2017-11-07,0,
